id,path
63560,14 8 49 61 53 54 34 6 9 4
31386,1 5 33 24 25 34 113 113 9 4
32470,14 8 33 53 54 76 66 83 9 4
58426,1 8 49 13 5 24 25 43 38 50 9 11
8593,1 8 33 24 53 24 42 43 67 43 66 9 11
55919,1 8 82 65 42 43 25 43 62 22 9 11
8599,14 8 33 24 53 24 42 43 67 43 25 43 36 9 4
58427,1 8 49 13 5 24 25 43 38 50 9 4
32469,14 8 33 53 54 76 66 83 9 11
54696,14 8 49 15 33 24 42 24 25 55 9 11
8594,1 8 33 24 53 24 42 43 67 43 66 9 4
5380,28 24 70 42 24 25 25 64 20 9 11
32758,1 8 63 24 96 97 62 9 11
5381,28 24 70 42 24 25 25 64 20 9 4
32759,1 8 63 24 96 97 62 9 4
8706,14 8 33 24 53 24 42 43 67 43 25 43 36 9 11
4529,14 8 49 17 33 24 70 42 24 42 43 67 25 64 9 11
26816,12 65 42 43 25 43 40 62 50 9 4
4528,14 8 49 17 33 24 70 42 24 42 43 67 25 64 9 4
12983,28 24 92 24 58 24 25 6 9 11
55642,1 8 17 33 24 25 54 34 7
39319,23 24 25 6 6 11
26815,12 65 42 43 25 43 40 62 50 9 11
51639,1 8 73 75 75 42 43 25 43 66 9 4
57413,14 8 15 33 24 53 24 25 43 74 9 11
60079,14 8 49 13 5 53 24 25 55 9 11
14862,1 8 110 24 58 24 25 29 7
52763,12 15 33 42 24 53 24 25 34 9 11
51404,1 8 73 75 39 42 43 25 3 11
52764,12 15 33 42 24 53 24 25 34 9 4
45590,12 98 99 7
1051,14 8 24 25 25 25 9 4
1322,1 8 49 50 18 20 9 11
832,12 15 16 18 9 11
47567,14 8 49 78 24 42 24 53 24 25 29 16 9 11
1050,14 8 24 25 25 25 9 11
831,12 15 16 18 9 4
1323,1 8 49 50 18 20 9 4
51640,1 8 73 75 75 42 43 25 43 66 9 11
47566,14 8 49 78 24 42 24 53 24 25 29 16 9 4
60078,14 8 49 13 5 53 24 25 55 9 4
51405,1 8 73 75 39 42 43 25 3 4
11774,14 2 24 25 43 25 6 11
51848,28 24 25 43 76 38 9 4
30017,14 8 5 24 42 43 67 6 9 4
11716,12 15 16 83 7
23119,1 8 19 82 33 24 25 34 83 16 9 11
47619,12 15 5 33 24 25 54 36 9 11
32313,14 8 112 33 42 24 70 42 24 58 24 25 34 9 4
11775,14 2 24 25 43 25 6 7
23284,1 5 24 25 54 84 9 4
51840,28 24 25 43 76 38 9 11
22244,12 17 35 53 54 25 34 83 20 50 9 4
45531,12 15 5 33 24 25 54 36 9 4
22243,12 17 35 53 54 25 34 83 20 50 9 11
30016,14 8 5 24 42 43 67 6 9 11
30568,1 8 86 75 58 59 25 6 9 11
33127,12 33 24 53 54 25 43 62 9 11
11362,14 8 13 5 24 96 97 74 9 11
39492,1 8 5 6 18 18 7
16025,12 98 63 24 53 24 25 59 88 9 4
30569,1 8 86 75 58 59 25 6 9 4
33128,12 33 24 53 54 25 43 62 9 4
36179,1 8 33 33 24 25 6 10 9 11
9227,12 89 65 42 70 42 70 42 24 25 29 16 7
19011,1 8 33 24 58 24 25 59 76 38 9 4
23283,1 5 24 25 54 84 9 11
36178,1 8 33 33 24 25 6 10 9 4
14957,14 8 63 24 25 64 18 9 4
19010,1 8 33 24 58 24 25 59 76 38 9 11
25667,1 8 56 42 24 70 42 24 53 24 25 43 66 9 11
47928,14 8 33 24 25 34 95 62 9 11
6522,14 8 13 5 24 25 97 25 6 9 11
14678,12 17 49 15 33 24 53 24 25 54 34 7
60136,14 8 49 49 5 53 24 25 6 11
36115,14 8 35 53 54 54 34 20 7
33989,14 8 49 33 24 25 93 25 6 9 11
47931,14 8 33 24 25 34 95 62 9 4
52288,14 8 49 65 42 43 67 43 40 76 38 7
6521,14 8 13 5 24 25 97 25 6 9 4
23909,12 49 13 5 24 25 34 9 11
52709,1 8 15 65 39 39 42 24 53 24 25 6 7
25666,1 8 56 42 24 70 42 24 53 24 25 43 66 9 4
16024,12 98 63 24 53 24 25 59 88 9 11
52708,1 8 15 65 39 39 42 24 53 24 25 6 11
60137,14 8 49 49 5 53 24 25 6 7
11363,14 8 13 5 24 96 97 74 9 4
13007,1 8 15 16 55 9 4
33415,1 8 33 24 25 59 87 113 9 11
31111,1 8 49 17 33 24 25 34 50 9 4
5914,103 69 5 24 25 25 34 7
33416,1 8 33 24 25 59 87 113 9 4
63662,1 8 49 50 16 16 7
31112,1 8 49 17 33 24 25 34 50 9 11
23910,12 49 13 5 24 25 34 9 4
27329,1 8 49 65 94 95 7
39155,14 8 49 49 33 24 25 34 50 50 9 4
32312,14 8 112 33 42 24 70 42 24 58 24 25 34 9 11
16724,14 8 17 49 5 65 39 42 43 25 43 40 66 6 11
13006,1 8 15 16 55 9 11
58555,1 8 17 33 24 25 59 25 6 7
39132,14 8 49 49 33 24 25 34 50 50 9 11
37906,1 8 46 21 33 24 25 34 83 9 11
58554,1 8 17 33 24 25 59 25 6 11
16048,1 8 82 80 39 40 81 83 9 11
49847,14 8 49 33 24 25 43 81 87 9 4
1563,14 8 63 24 42 43 67 25 64 9 11
46332,14 8 73 53 54 25 55 9 11
58052,14 8 78 24 25 79 9 11
62268,12 49 65 42 43 55 50 18 9 11
21622,12 82 42 43 25 34 18 22 16 7
40129,1 5 33 24 58 24 25 59 76 62 9 11
1562,14 8 63 24 42 43 67 25 64 9 4
46333,14 8 73 53 54 25 55 9 4
49843,14 8 49 33 24 25 43 81 87 9 11
35460,1 8 49 19 33 24 25 6 7
62267,12 49 65 42 43 55 50 18 9 4
62813,14 8 78 24 25 79 9 4
59047,12 49 49 24 25 6 7
39997,1 8 57 24 58 24 25 59 36 7
35459,1 8 49 19 33 24 25 6 11
35618,1 5 24 25 25 6 16 9 4
16047,1 8 82 80 39 40 81 83 9 4
28675,14 8 49 50 83 16 20 9 11
8819,12 17 49 33 24 53 24 25 55 9 4
4556,1 8 15 33 24 70 42 24 25 43 25 34 9 11
16910,12 49 49 24 25 6 11
51729,14 8 33 24 25 59 25 43 66 6 9 4
39418,12 15 16 18 18 16 18 7
40128,1 5 33 24 58 24 25 59 76 62 9 4
28676,14 8 49 50 83 16 20 9 4
387,14 8 57 24 25 43 25 34 9 11
12128,1 8 5 24 53 24 58 24 25 54 34 7
38448,1 8 33 24 25 59 36 7
55503,14 8 112 33 24 25 43 66 18 9 11
63712,14 8 15 49 33 53 24 25 54 34 9 11
388,14 8 57 24 25 43 25 34 9 4
11586,1 8 92 93 25 6 9 11
51794,1 8 63 24 25 6 18 50 9 11
28619,1 8 56 24 58 24 58 24 25 6 9 4
8820,12 17 49 33 24 53 24 25 55 9 11
3622,1 8 49 50 16 18 7
29713,12 33 53 24 25 54 36 9 11
11585,1 8 92 93 25 6 9 4
15559,14 8 61 58 59 25 43 34 9 11
32720,12 5 75 58 59 25 34 20 9 11
47167,1 8 17 19 17 33 24 25 34 9 11
29714,12 33 53 24 25 54 36 9 4
28620,1 8 56 24 58 24 58 24 25 6 9 11
18233,14 8 61 58 59 25 43 34 9 4
55504,14 8 112 33 24 25 43 66 18 9 4
47168,1 8 17 19 17 33 24 25 34 9 4
51793,1 8 63 24 25 6 18 50 9 4
32719,12 5 75 58 59 25 34 20 9 4
25000,1 8 49 49 65 66 9 4
51013,12 37 58 59 25 34 9 4
38683,14 8 19 17 15 15 49 19 33 24 25 34 22 9 11
14363,1 5 24 53 24 25 6 11
44457,12 49 5 6 50 7
32553,1 5 24 53 24 25 6 7
38682,14 8 19 17 15 15 49 19 33 24 25 34 22 9 4
25001,1 8 49 49 65 66 9 11
51019,1 8 49 13 5 53 24 25 34 18 9 11
53350,1 8 57 53 54 25 111 18 9 4
40279,14 8 15 19 21 22 9 11
51018,1 8 49 13 5 53 24 25 34 18 9 4
53349,1 8 57 53 54 25 111 18 9 11
63713,14 8 15 49 33 53 24 25 54 34 9 4
31822,14 8 33 34 83 113 9 11
64641,1 8 49 33 34 50 52 9 11
13547,14 8 33 24 25 43 38 9 11
33724,1 8 112 33 34 16 113 9 11
61784,12 33 33 33 24 25 54 34 7
12680,1 8 13 5 24 25 6 20 9 11
51024,1 8 33 24 25 59 38 7
31823,14 8 33 34 83 113 9 4
64640,1 8 49 33 34 50 52 9 4
33725,1 8 112 33 34 16 113 9 4
61522,14 8 65 42 24 25 43 76 66 7
45299,1 8 49 50 16 20 7
40280,14 8 15 19 21 22 9 4
24735,12 15 37 75 76 74 18 9 11
13377,14 8 33 34 113 9 4
60975,14 8 49 39 33 24 42 43 67 34 50 50 9 4
13378,14 8 33 34 113 9 11
51012,12 37 58 59 25 34 9 11
60974,14 8 49 39 33 24 42 43 67 34 50 50 9 11
27947,14 8 56 42 24 25 6 11
53383,12 15 108 24 53 24 25 29 9 11
45181,1 8 19 49 17 5 6 16 9 11
24273,1 8 35 53 54 25 43 74 50 9 4
44758,1 8 49 5 33 53 24 25 54 36 9 4
62089,14 8 63 24 24 25 6 9 4
53384,12 15 108 24 53 24 25 29 9 4
24274,1 8 35 53 54 25 43 74 50 9 11
33007,12 21 5 21 22 20 6 11
26718,12 5 24 25 6 44 9 4
43849,14 8 61 65 66 62 7
16658,12 78 24 70 42 24 42 43 67 25 6 11
33008,12 21 5 21 22 20 6 7
62088,14 8 63 24 24 25 6 9 11
46868,14 8 49 73 74 50 16 7
16659,12 78 24 70 42 24 42 43 67 25 6 7
20361,12 33 33 24 25 54 74 9 4
62417,12 33 33 33 24 25 34 50 50 7
27948,14 8 56 42 24 25 6 7
12121,1 8 49 5 24 53 24 58 24 25 54 34 7
32501,12 63 53 54 25 54 76 38 9 4
18274,14 8 49 42 43 25 54 34 9 4
47137,1 8 77 24 42 43 67 25 29 6 11
32502,12 63 53 54 25 54 76 38 9 11
17721,14 8 57 42 24 53 24 25 6 11
26668,14 8 33 24 42 24 53 24 25 54 34 7
11465,12 65 42 43 67 25 43 9 4
17724,14 8 57 42 24 53 24 25 6 7
18273,14 8 49 42 43 25 54 34 9 11
51166,1 8 17 33 53 54 74 7
47465,1 8 19 49 17 5 6 16 9 4
44761,1 8 49 5 33 53 24 25 54 36 9 11
24688,14 8 35 42 24 53 24 25 6 11
31119,1 8 49 17 33 24 25 34 50 16 7
11466,12 65 42 43 67 25 43 9 11
29715,12 33 53 24 25 54 36 6 11
40466,14 8 35 53 24 25 34 9 11
41494,1 8 49 19 20 83 50 9 4
26319,14 8 33 24 25 59 87 16 7
40467,14 8 35 53 24 25 34 9 4
6915,12 65 75 58 59 25 60 9 4
30925,1 8 49 17 19 21 33 24 25 34 9 11
6916,12 65 75 58 59 25 60 9 11
46875,14 8 49 73 74 50 18 7
5918,1 8 5 24 25 25 34 7
30929,1 8 49 17 19 21 33 24 25 34 9 4
41495,1 8 49 19 20 83 50 9 11
20360,12 33 33 24 25 54 74 9 11
61478,1 8 86 58 59 55 9 4
38936,1 71 31 32 25 43 40 66 83 7
40110,12 17 33 24 25 59 40 62 9 4
26719,12 5 24 25 6 44 9 11
40111,12 17 33 24 25 59 40 62 9 11
16605,14 8 17 49 5 65 75 42 43 25 79 7
61477,1 8 86 58 59 55 9 11
42977,1 8 63 24 42 24 58 24 25 43 87 9 4
45394,14 8 61 42 43 25 64 50 50 9 4
63100,14 2 24 24 25 43 36 7
42976,1 8 63 24 42 24 58 24 25 43 87 9 11
45395,14 8 61 42 43 25 64 50 50 9 11
46647,12 21 15 17 5 42 43 67 6 18 7
24379,1 8 17 61 75 42 43 25 34 9 4
19297,12 35 75 53 54 34 105 9 4
40898,14 8 15 19 21 22 20 7
19298,12 35 75 53 54 34 105 9 11
26603,12 65 42 43 25 43 40 66 9 11
10395,28 24 42 43 67 25 34 9 4
30973,12 5 24 42 43 67 25 54 36 9 11
14428,12 65 42 43 67 29 7
44833,14 8 17 19 17 33 24 25 43 76 66 83 9 11
10394,28 24 42 43 67 25 34 9 11
39221,14 8 33 24 25 59 87 18 7
48513,1 8 49 51 5 24 25 34 52 50 9 4
53341,1 8 35 53 54 25 111 18 9 11
60652,14 8 104 35 42 43 67 43 29 7
47481,12 33 24 25 54 25 64 9 11
5081,1 8 56 24 25 64 50 18 9 4
49480,14 8 73 58 59 25 6 9 11
53342,1 8 35 53 54 25 111 18 9 4
12507,14 8 49 33 24 42 24 53 24 25 34 90 7
47482,12 33 24 25 54 25 64 9 4
49481,14 8 73 58 59 25 6 9 4
63904,14 2 24 24 25 59 25 34 9 4
26011,1 8 5 6 18 22 7
30974,12 5 24 42 43 67 25 54 36 9 4
26602,12 65 42 43 25 43 40 66 9 4
37884,1 8 15 33 24 25 34 18 9 4
61972,14 8 56 70 42 70 42 70 42 24 25 34 52 9 11
3621,1 8 49 50 16 9 4
4228,12 86 75 76 87 9 4
12980,14 8 33 42 70 42 24 92 24 58 24 25 6 9 11
37883,1 8 15 33 24 25 34 18 9 11
51862,14 8 49 92 93 25 6 11
55728,14 8 35 42 43 34 6 18 9 11
4229,12 86 75 76 87 9 11
51863,14 8 49 92 93 25 6 7
55729,14 8 35 42 43 34 6 18 9 4
3620,1 8 49 50 16 9 11
5094,1 8 56 24 25 64 50 18 9 11
24394,1 8 17 61 75 42 43 25 34 9 11
40863,14 8 15 19 21 22 18 7
40911,12 19 21 82 33 24 25 6 11
20362,12 33 33 24 25 54 74 6 11
32814,14 8 35 53 54 111 7
9983,1 8 85 49 33 34 50 18 7
45516,1 8 5 65 42 43 25 34 9 4
53976,14 8 73 42 24 25 27
27518,14 8 73 42 24 25 26
19384,1 8 63 64 20 20 16 47 48
45515,1 8 5 65 42 43 25 34 9 11
11467,12 65 42 43 67 25 43 6 7
63905,14 2 24 24 25 59 25 34 9 11
47999,12 21 78 42 24 25 43 38 16 16 9 4
26787,1 8 49 17 82 83 7
32466,14 8 33 53 54 76 38 9 4
64952,1 8 49 13 5 24 58 24 25 43 6 11
48630,1 8 49 51 5 24 25 34 52 50 9 11
64394,1 8 114 33 24 25 25 3 11
16672,1 8 49 5 65 39 42 43 25 43 40 66 6 11
32467,14 8 33 53 54 76 38 9 11
46134,14 8 17 19 17 33 24 25 43 76 66 83 9 4
64306,12 15 33 70 42 24 25 84 9 11
64395,1 8 114 33 24 25 25 3 4
11249,12 65 42 43 67 25 43 6 11
43703,12 21 78 42 24 25 43 38 16 16 9 11
64305,12 15 33 70 42 24 25 84 9 4
64651,1 8 51 49 33 24 25 34 50 52 9 4
34194,1 8 112 33 24 42 43 67 6 11
32873,14 8 49 80 42 43 25 41
36655,1 5 24 25 34 22 9 11
8957,12 65 75 76 66 9 11
59623,12 65 42 43 67 25 26
21891,1 8 49 5 33 53 24 25 54 34 7
64648,1 8 51 49 33 24 25 34 50 52 9 11
37803,1 5 24 25 34 22 9 4
8958,12 65 75 76 66 9 4
34195,1 8 112 33 24 42 43 67 6 7
40912,12 19 21 82 33 24 25 6 7
47151,1 8 15 49 5 33 53 24 25 54 34 9 4
41820,14 8 82 110 24 58 24 25 29 20 83 9 4
21886,1 8 15 49 5 33 53 24 25 54 34 9 11
18382,14 8 82 19 15 17 82 33 24 25 6 11
25934,14 8 49 15 82 33 53 24 53 24 25 29 50 9 4
61974,1 8 56 70 42 70 42 70 42 24 25 34 52 50 9 4
43035,14 8 61 39 80 39 40 81 40 36 9 4
15636,14 30 31 32 25 43 66 9 4
61973,1 8 56 70 42 70 42 70 42 24 25 34 52 50 9 11
43034,14 8 61 39 80 39 40 81 40 36 9 11
49115,1 5 24 24 25 34 6 11
38270,1 8 17 49 15 16 16 50 7
58651,14 8 24 24 25 34 9 4
31266,14 8 56 24 58 24 25 34 16 9 4
25168,1 8 56 53 54 34 16 9 11
7964,1 8 15 33 70 42 70 42 24 25 34 9 11
31267,14 8 56 24 58 24 25 34 16 9 11
30515,14 8 13 5 61 75 76 87 7
52157,1 8 49 46 33 24 25 25 34 9 11
52158,1 8 49 46 33 24 25 25 34 9 4
28460,1 8 19 5 33 24 25 54 34 9 11
41025,12 19 65 42 43 25 34 9 4
1860,1 8 15 15 21 33 24 70 42 24 25 59 6 11
60526,1 5 33 86 58 59 25 43 25 34 50 9 4
15812,1 8 15 49 33 24 53 24 25 54 34 9 11
7965,1 8 15 33 70 42 70 42 24 25 34 9 4
60527,1 5 33 86 58 59 25 43 25 34 50 9 11
51426,14 8 5 70 42 24 42 43 67 6 50 9 4
42807,14 8 35 80 42 24 25 34 9 11
32046,14 8 112 82 33 70 42 24 42 43 67 29 90 7
8087,1 8 92 93 25 6 20 7
25169,1 8 56 53 54 34 16 9 4
28461,1 8 19 5 33 24 25 54 34 9 4
58652,14 8 24 24 25 34 9 11
18112,14 8 82 33 42 24 25 34 9 11
39823,14 8 33 53 54 40 62 9 4
39824,14 8 33 53 54 40 62 9 11
27079,14 8 49 35 53 54 25 6 11
26532,1 8 69 5 24 25 6 10 9 4
27080,14 8 49 35 53 54 25 6 7
15811,1 8 15 49 33 24 53 24 25 54 34 9 4
26533,1 8 69 5 24 25 6 10 9 11
51425,14 8 5 70 42 24 42 43 67 6 50 9 11
51614,12 65 42 43 67 25 43 67 6 11
10643,12 15 17 35 75 76 36 9 11
30984,14 8 13 5 24 25 59 55 9 11
21410,1 8 73 24 25 25 6 11
47682,14 8 17 33 24 25 59 25 34 90 7
10642,12 15 17 35 75 76 36 9 4
15069,12 65 39 42 43 67 25 43 36 9 11
48736,14 2 24 24 42 24 25 34 9 11
16352,14 8 33 24 25 59 87 9 11
48735,14 2 24 24 42 24 25 34 9 4
28137,14 8 49 19 82 33 24 53 24 25 6 7
51857,1 8 17 49 17 5 24 70 42 24 25 26
28136,14 8 49 19 82 33 24 53 24 25 6 11
50920,14 8 49 65 42 24 25 43 36 50 9 11
53272,14 2 24 24 25 43 6 7
20031,14 8 33 34 6 44 9 11
18113,14 8 82 33 42 24 25 34 9 4
53271,14 2 24 24 25 43 6 11
53993,12 5 42 43 67 54 38 9 4
56069,1 8 49 37 75 76 76 74 50 9 11
17919,1 8 19 82 33 42 24 25 29 9 11
52020,14 8 57 53 54 25 43 76 38 50 9 4
20030,14 8 33 34 6 44 9 4
46266,14 8 49 49 61 42 43 25 34 50 9 4
52019,14 8 57 53 54 25 43 76 38 50 9 11
53992,12 5 42 43 67 54 38 9 11
57437,1 8 49 37 75 76 76 74 50 9 4
17916,1 8 19 82 33 42 24 25 29 9 4
42808,14 8 35 80 42 24 25 34 9 4
18086,14 8 13 5 24 25 34 83 18 83 20 6 7
46265,14 8 49 49 61 42 43 25 34 50 9 11
18085,14 8 13 5 24 25 34 83 18 83 20 6 11
16353,14 8 33 24 25 59 87 9 4
8646,1 2 24 25 54 25 34 7
15076,12 65 39 42 43 67 25 43 36 9 4
53989,12 89 77 24 42 24 25 60 105 9 4
17998,1 8 5 24 25 34 83 18 83 20 6 11
27535,1 8 63 64 18 18 9 4
38119,1 8 17 19 19 33 24 25 34 9 4
61264,1 8 65 42 43 25 25 3 11
31129,12 98 100 33 24 25 54 34 9 4
34574,1 5 24 25 29 90 7
27536,1 8 63 64 18 18 9 11
38120,1 8 17 19 19 33 24 25 34 9 11
17999,1 8 5 24 25 34 83 18 83 20 6 7
33057,1 8 15 16 22 6 9 4
7472,14 8 35 36 16 16 18 7
17046,1 8 61 58 59 25 34 9 11
18268,14 30 31 32 25 43 66 9 11
60343,14 8 57 53 54 25 54 62 9 11
923,1 8 56 24 25 43 25 26
26770,1 5 24 42 24 53 24 25 43 25 6 11
60344,14 8 57 53 54 25 54 62 9 4
15223,14 8 49 33 34 34 50 7
17045,1 8 61 58 59 25 34 9 4
49763,12 65 75 42 24 25 25 54 34 9 4
56705,14 8 56 24 42 24 53 24 25 34 6 9 4
60675,14 8 56 24 42 24 53 24 25 34 6 9 11
58971,14 8 49 82 65 42 43 25 6 22 50 50 9 4
52450,14 8 65 39 39 42 43 25 55 9 11
49764,12 65 75 42 24 25 25 54 34 9 11
42812,14 8 35 80 42 24 25 34 6 11
52449,14 8 65 39 39 42 43 25 55 9 4
11898,12 37 75 58 59 25 34 9 4
31130,12 98 100 33 24 25 54 34 9 11
53990,12 89 77 24 42 24 25 60 105 9 11
61263,1 8 65 42 43 25 25 3 4
11899,12 37 75 58 59 25 34 9 11
45734,14 8 73 58 59 25 64 50 9 4
25810,1 8 15 33 24 25 59 62 9 11
26226,1 8 21 61 42 43 34 18 9 4
14450,14 8 49 65 42 24 42 43 67 25 3 11
45735,14 8 73 58 59 25 64 50 9 11
14449,14 8 49 65 42 24 42 43 67 25 3 4
56976,14 8 49 15 33 70 42 24 53 24 25 6 18 9 4
3343,1 8 33 24 25 60 9 4
50205,14 8 49 85 24 25 6 11
50208,14 8 49 85 24 25 6 7
56981,14 8 49 15 33 70 42 24 53 24 25 6 18 9 11
3348,1 8 33 24 25 60 9 11
20189,1 8 56 24 25 59 76 62 9 4
59174,12 15 5 42 43 67 6 22 9 11
38121,1 8 17 19 19 33 24 25 34 6 11
20188,1 8 56 24 25 59 76 62 9 11
24572,1 8 49 50 16 22 7
10430,1 8 37 53 54 25 34 50 9 11
36456,14 8 42 43 6 18 9 4
39,1 8 5 6 18 9 4
41852,14 8 17 19 21 15 33 24 25 29 40 66 9 4
25811,1 8 15 33 24 25 59 62 9 4
31737,12 89 86 42 43 6 9 4
36455,14 8 42 43 6 18 9 11
36516,1 5 42 43 43 6 11
10429,1 8 37 53 54 25 34 50 9 4
59175,12 15 5 42 43 67 6 22 9 4
40,1 8 5 6 18 9 11
41853,14 8 17 19 21 15 33 24 25 29 40 66 9 11
31738,12 89 86 42 43 6 9 11
8716,14 8 17 5 6 50 9 4
34692,12 5 42 24 25 54 25 34 9 4
8717,14 8 17 5 6 50 9 11
39151,14 8 49 42 43 25 34 50 50 9 4
13392,45 46 47 113 9 4
34693,12 5 42 24 25 54 25 34 9 11
54813,14 8 61 75 42 43 67 43 62 50 9 11
54812,14 8 61 75 42 43 67 43 62 50 9 4
64730,1 8 51 49 51 5 6 52 50 52 9 4
43596,12 15 37 42 43 79 22 20 18 9 4
49818,14 8 33 42 43 67 60 9 11
25663,14 8 56 42 24 70 42 24 53 24 25 43 66 7
13393,45 46 47 113 9 11
64731,1 8 51 49 51 5 6 52 50 52 9 11
43597,12 15 37 42 43 79 22 20 18 9 11
50624,14 8 77 42 24 25 43 62 9 4
45998,1 8 17 19 20 20 18 16 9 11
47895,1 8 35 58 59 25 34 16 22 50 9 4
13899,1 8 100 19 82 33 24 25 34 83 16 9 11
3545,1 8 19 21 65 42 43 29 9 4
35856,14 8 35 36 50 7
50699,14 8 77 42 24 25 43 62 9 11
26227,1 8 21 61 42 43 34 18 9 11
43742,1 8 17 19 20 20 18 16 9 4
3546,1 8 19 21 65 42 43 29 9 11
13896,1 8 100 19 82 33 24 25 34 83 16 9 4
47894,1 8 35 58 59 25 34 16 22 50 9 11
6216,1 5 24 53 24 25 29 7
5496,70 42 24 25 25 43 67 25 55 9 4
12290,12 17 17 33 24 25 34 50 9 4
59011,14 8 49 21 5 24 42 43 67 25 43 66 83 50 50 9 4
5495,70 42 24 25 25 43 67 25 55 9 11
12533,12 17 17 33 24 25 34 50 9 11
21923,14 30 31 32 25 29 95 62 9 11
46448,14 8 49 49 33 24 42 53 24 25 43 25 6 11
12547,14 30 31 32 25 29 95 62 9 4
63961,1 8 49 13 5 24 53 24 25 55 9 11
10925,1 8 56 24 25 43 36 7
49819,14 8 33 42 43 67 60 9 4
59012,14 8 49 21 5 24 42 43 67 25 43 66 83 50 50 9 11
63960,1 8 49 13 5 24 53 24 25 55 9 4
18036,12 82 86 42 43 25 29 83 9 4
49937,1 5 24 42 24 25 34 50 9 11
31380,12 5 33 24 25 34 113 9 4
1935,1 8 33 34 20 16 9 11
49938,1 5 24 42 24 25 34 50 9 4
51770,1 31 32 25 43 76 38 9 4
51769,1 31 32 25 43 76 38 9 11
31379,12 5 33 24 25 34 113 9 11
2367,1 8 33 34 20 16 9 4
34265,1 8 104 33 24 25 59 76 62 113 9 4
42513,14 8 5 33 24 58 24 25 43 74 52 50 9 11
62951,14 8 13 5 24 25 43 6 6 11
45348,14 8 19 15 49 15 33 24 25 6 11
34266,1 8 104 33 24 25 59 76 62 113 9 11
1859,14 8 15 21 33 24 70 42 24 25 59 6 9 11
48154,1 8 19 37 42 43 25 34 9 11
40732,14 8 61 53 54 109 9 4
49114,1 5 24 24 25 34 9 11
2348,14 8 15 21 33 24 70 42 24 25 59 6 9 4
18422,12 17 5 82 19 82 83 9 4
40731,14 8 61 53 54 109 9 11
8196,14 2 24 25 59 74 9 11
12889,1 8 110 42 24 25 27
12888,1 8 110 42 24 25 26
24795,14 8 73 53 54 25 54 34 7
49113,1 5 24 24 25 34 9 4
43151,12 17 19 17 5 24 42 24 25 29 7
45707,14 8 106 78 24 58 24 25 29 9 11
11291,14 8 13 5 24 25 54 74 9 11
53490,14 8 85 24 25 84 9 4
14398,14 8 33 53 54 36 50 9 4
11290,14 8 13 5 24 25 54 74 9 4
22652,1 8 82 5 77 42 43 67 29 83 83 9 11
25442,12 86 42 24 53 24 25 43 66 18 50 9 4
53491,14 8 85 24 25 84 9 11
45706,14 8 106 78 24 58 24 25 29 9 4
61069,14 8 56 53 54 25 43 107 99 7
22651,1 8 82 5 77 42 43 67 29 83 83 9 4
14397,14 8 33 53 54 36 50 9 11
12960,12 5 42 24 25 93 25 64 9 11
18423,12 17 5 82 19 82 83 9 11
25443,12 86 42 24 53 24 25 43 66 18 50 9 11
1165,12 33 24 42 24 42 24 24 25 55 9 11
51878,1 8 49 17 5 24 70 42 24 92 24 25 55 9 11
48155,1 8 19 37 42 43 25 34 9 4
49294,14 8 56 24 58 24 25 88 9 11
7699,14 8 57 24 53 24 25 6 10 9 4
39912,14 8 19 33 24 25 43 87 7
41099,12 17 35 53 24 25 25 34 9 4
49295,14 8 56 24 58 24 25 88 9 4
35627,12 5 24 24 25 6 9 11
60171,14 8 33 24 25 25 50 50 7
18528,14 8 5 17 18 16 6 9 4
39918,1 8 49 86 42 24 25 59 36 7
43291,1 8 17 86 42 43 34 50 9 4
63802,1 8 15 15 49 33 53 24 25 6 11
7374,14 8 35 42 24 53 24 25 29 7
6239,14 8 35 53 54 64 7
59939,14 8 49 65 42 43 25 43 66 9 4
3975,12 15 21 33 24 25 34 22 9 4
26695,68 70 42 24 53 24 25 43 76 66 9 4
25093,1 8 19 5 19 82 33 24 53 24 25 6 11
7926,14 8 5 24 25 6 10 9 4
26694,68 70 42 24 53 24 25 43 76 66 9 11
63803,1 8 15 15 49 33 53 24 25 6 7
4770,14 2 24 25 34 20 18 9 4
18527,14 8 5 17 18 16 6 9 11
7927,14 8 5 24 25 6 10 9 11
7698,14 8 57 24 53 24 25 6 10 9 11
4771,14 2 24 25 34 20 18 9 11
11518,1 8 5 24 25 25 6 11
31671,1 8 15 77 42 24 42 24 25 29 90 7
41514,14 8 82 19 33 42 24 25 34 20 50 9 4
25011,1 8 49 13 5 24 25 43 66 50 50 9 4
40908,1 5 6 18 16 16 22 7
41513,14 8 82 19 33 42 24 25 34 20 50 9 11
12635,14 8 65 94 95 90 7
25008,1 8 49 13 5 24 25 43 66 50 50 9 11
59667,14 8 49 17 5 33 24 42 24 53 24 25 43 62 9 4
21749,12 49 33 24 25 25 34 7
35341,1 2 24 25 34 18 105 47 9 4
44522,14 8 49 5 33 24 53 24 25 6 9 11
46370,1 8 56 42 53 24 25 54 25 34 9 4
59668,14 8 49 17 5 33 24 42 24 53 24 25 43 62 9 11
35342,1 2 24 25 34 18 105 47 9 11
4671,12 15 16 16 9 11
44517,14 8 49 5 33 24 53 24 25 6 9 4
8801,1 8 17 49 5 33 24 25 54 36 9 11
7364,1 8 73 58 59 25 43 36 9 11
46371,1 8 56 42 53 24 25 54 25 34 9 11
39461,12 19 65 42 43 67 43 66 9 11
4670,12 15 16 16 9 4
16430,12 5 86 75 75 42 43 25 29 7
